,smooth,smooth,smooth,smooth,smooth,disk,disk,disk,disk,disk,spiral,spiral,spiral,spiral,spiral,bar,bar,bar,bar,bar,merger,merger,merger,merger,merger,disturbed,disturbed,disturbed,disturbed,disturbed,ring,ring,ring,ring,ring,irregular,irregular,irregular,irregular,irregular,bulge,bulge,bulge,bulge,bulge
14,0.8276363636363636,0.06806948321718442,0.725,0.925,11,0.13118181818181818,0.07539604523026149,0.022,0.25,11,0.18518181818181817,0.29477849927761635,0.0,1.0,11,0.053909090909090907,0.07728577429961421,0.0,0.2,11,0.06236363636363636,0.13882238488606422,0.0,0.353,11,0.24236363636363636,0.39694288574737624,0.0,1.0,11,0.1871818181818182,0.35257249415739117,0.0,1.0,11,0.17281818181818182,0.17985428445373114,0.0,0.5,11,0.4215454545454546,0.32111629159429567,0.0,1.0,11
15,0.7593846153846153,0.17552708170039294,0.317,0.933,13,0.1766923076923077,0.17094754781091218,0.019,0.61,13,0.192,0.22939739899716968,0.0,0.6,13,0.05692307692307692,0.1272264788598542,0.0,0.429,13,0.15607692307692306,0.30244295923321407,0.0,1.0,13,0.18246153846153845,0.3137652029210737,0.0,1.0,13,0.11076923076923076,0.2807733824772076,0.0,1.0,13,0.1396153846153846,0.2517785198878631,0.0,0.833,13,0.2893076923076923,0.35670585095084173,0.0,1.0,13
16,0.3837241379310345,0.27212548268238895,0.0,0.921,29,0.5787931034482758,0.2884744825692492,0.059,1.0,29,0.5672758620689655,0.342456034357668,0.0,1.0,29,0.21420689655172412,0.25719342072655094,0.0,0.889,29,0.061724137931034484,0.08976393507087836,0.0,0.312,29,0.24944827586206897,0.22981803146447602,0.0,1.0,29,0.2306206896551724,0.257329335093198,0.0,1.0,29,0.1986206896551724,0.21913603305988197,0.0,0.667,29,0.4653448275862069,0.21451195036009216,0.0,1.0,29
17,0.5198181818181818,0.28204670946555344,0.0,0.822,22,0.4294545454545455,0.30068552268072957,0.089,0.963,22,0.5634090909090909,0.3610533081720638,0.0,1.0,22,0.1941818181818182,0.21734756812066097,0.0,0.667,22,0.05859090909090909,0.09437345222491592,0.0,0.3,22,0.20054545454545455,0.16805348561090314,0.0,0.5,22,0.07840909090909091,0.14728484197406289,0.0,0.636,22,0.2987727272727273,0.2476771961777941,0.0,1.0,22,0.11790909090909091,0.11645678090253835,0.0,0.5,22
18,0.2445,0.273453970667961,0.0,0.851,28,0.744,0.2711570543949542,0.149,1.0,28,0.7866071428571428,0.24881859214886215,0.125,1.0,28,0.14832142857142855,0.1715444124701689,0.0,0.714,28,0.12932142857142856,0.19758955842322135,0.0,0.721,28,0.24892857142857142,0.30641014978975467,0.0,1.0,28,0.09671428571428572,0.20829730482117909,0.0,1.0,28,0.18853571428571428,0.2246486115631447,0.0,0.75,28,0.2402142857142857,0.15746189595342952,0.0,0.643,28
19,0.8648,0.04679458658149823,0.786,0.927,10,0.10229999999999999,0.038881729499713476,0.067,0.19,10,0.2246,0.2575479243428946,0.0,0.667,10,0.1393,0.2078739201214685,0.0,0.5,10,0.06999999999999999,0.1636391694484477,0.0,0.5,10,0.1,0.31622776601683794,0.0,1.0,10,0.028599999999999997,0.09044114108081565,0.0,0.286,10,0.1,0.21081851067789198,0.0,0.5,10,0.6121000000000001,0.2090807658936294,0.333,1.0,10
20,0.7813870967741935,0.1672394844565431,0.4,0.952,31,0.1809032258064516,0.17331673411006984,0.019,0.581,31,0.18764516129032258,0.24913082886803295,0.0,1.0,31,0.16932258064516129,0.34491355314018174,0.0,1.0,31,0.07658064516129033,0.20349427087652835,0.0,1.0,31,0.1617741935483871,0.24716697590595438,0.0,1.0,31,0.13880645161290323,0.2615728603856343,0.0,1.0,31,0.10561290322580645,0.231168434612709,0.0,1.0,31,0.4852258064516129,0.35728715898908914,0.0,1.0,31
21,0.8356521739130435,0.09548612878588092,0.5,0.936,23,0.11673913043478261,0.0971312221085496,0.022,0.475,23,0.21804347826086956,0.2747399561007843,0.0,1.0,23,0.07052173913043477,0.15668174737497123,0.0,0.579,23,0.10404347826086956,0.2224889125451729,0.0,1.0,23,0.1226086956521739,0.22007761835944792,0.0,1.0,23,0.13552173913043478,0.24741809839827758,0.0,1.0,23,0.1094782608695652,0.25413701915684944,0.0,1.0,23,0.5455217391304348,0.31246845216251506,0.0,1.0,23
22,0.6766153846153846,0.22880761149254428,0.152,0.951,13,0.27369230769230773,0.2235025669559467,0.023,0.788,13,0.41823076923076924,0.35628152582055894,0.0,1.0,13,0.26353846153846155,0.3293391401439696,0.0,1.0,13,0.04838461538461539,0.09652766310022087,0.0,0.286,13,0.34507692307692306,0.32954171752563227,0.0,1.0,13,0.152,0.2680540990173439,0.0,0.875,13,0.20107692307692307,0.26285879020824776,0.0,0.833,13,0.08176923076923079,0.1648216985341806,0.0,0.538,13
23,0.7324999999999999,0.2185700787169754,0.0,0.979,30,0.20829999999999999,0.23620595192360827,0.0,1.0,30,0.17763333333333334,0.2942237576067403,0.0,1.0,30,0.1397,0.24757863954432882,0.0,0.925,30,0.04173333333333333,0.12851188951659856,0.0,0.615,30,0.1434666666666667,0.252578937245824,0.0,1.0,30,0.17943333333333333,0.33978519414612457,0.0,1.0,30,0.053000000000000005,0.12730468474734422,0.0,0.545,30,0.3659,0.3186353823676079,0.0,1.0,30
24,0.34842105263157896,0.307758620384633,0.0,0.867,19,0.6261578947368421,0.31883542657579017,0.1,1.0,19,0.5479999999999999,0.3227751195147758,0.0,0.971,19,0.2482105263157895,0.2850024520259759,0.0,0.946,19,0.03147368421052631,0.08991129481701679,0.0,0.367,19,0.12152631578947369,0.19327854638119582,0.0,0.714,19,0.21200000000000002,0.3243324768745115,0.0,1.0,19,0.1163684210526316,0.1634367735467402,0.0,0.462,19,0.2840526315789474,0.15311777372852226,0.0,0.706,19
25,0.7494705882352941,0.262257773394579,0.018,0.905,17,0.2081764705882353,0.27805018326151976,0.022,0.982,17,0.25223529411764706,0.33437208492407167,0.0,0.981,17,0.16323529411764706,0.23896770948492307,0.0,0.759,17,0.016058823529411764,0.049120350401126125,0.0,0.19,17,0.20288235294117646,0.24250177379581714,0.0,0.9,17,0.12688235294117647,0.223772172742988,0.0,0.562,17,0.108,0.20235148875162745,0.0,0.667,17,0.4113529411764706,0.3299056571916566,0.0,1.0,17
26,0.5890232558139534,0.2809428418712089,0.026,1.0,43,0.37788372093023254,0.2821779419429491,0.0,0.949,43,0.48090697674418603,0.34024863555609614,0.0,1.0,43,0.24665116279069768,0.24783979884488463,0.0,0.9,43,0.08955813953488372,0.15730850828041262,0.0,0.531,43,0.23651162790697675,0.32468962264299234,0.0,1.0,43,0.22406976744186047,0.32442163888759956,0.0,1.0,43,0.1439767441860465,0.22646438681150105,0.0,1.0,43,0.22972093023255813,0.21928230614801153,0.0,0.75,43
27,0.7812857142857144,0.22804703582693317,0.044,0.936,14,0.15464285714285714,0.23433723468633735,0.021,0.956,14,0.10942857142857143,0.2901017631229307,0.0,0.976,14,0.12128571428571429,0.27381617319526014,0.0,1.0,14,0.19599999999999998,0.34508884028943576,0.0,1.0,14,0.18142857142857144,0.26589665843525184,0.0,0.769,14,0.08928571428571429,0.19742006311082297,0.0,0.667,14,0.06542857142857143,0.13136719780577136,0.0,0.333,14,0.4795,0.324610239660285,0.0,1.0,14
28,0.7201111111111111,0.20397084246323882,0.132,0.979,18,0.24755555555555558,0.21242859623113838,0.0,0.842,18,0.2801111111111111,0.32324092069299876,0.0,0.933,18,0.15855555555555556,0.24951181092455257,0.0,0.933,18,0.07016666666666667,0.132315687567539,0.0,0.438,18,0.27861111111111114,0.33939637401246714,0.0,1.0,18,0.1715,0.2685830466376768,0.0,1.0,18,0.07405555555555556,0.24400734613392333,0.0,1.0,18,0.45516666666666666,0.3078391959907563,0.0,1.0,18
29,0.5772272727272727,0.29844787880572443,0.133,0.913,22,0.3932727272727272,0.3143207615248174,0.023,0.867,22,0.26886363636363636,0.3021446035789179,0.0,0.97,22,0.28045454545454546,0.35815675302897715,0.0,1.0,22,0.12731818181818183,0.2381620869359346,0.0,0.792,22,0.08240909090909092,0.1435504421352628,0.0,0.5,22,0.3387727272727273,0.3733693348055785,0.0,1.0,22,0.13349999999999998,0.2431027119787613,0.0,1.0,22,0.5292272727272727,0.3201545656201796,0.0,1.0,22
30,0.5546206896551724,0.30546012292852137,0.0,0.95,29,0.40720689655172415,0.3097210010996469,0.025,0.98,29,0.5048965517241379,0.3570998604659873,0.0,1.0,29,0.18968965517241382,0.277606878188805,0.0,0.909,29,0.08348275862068967,0.16565511088869792,0.0,0.667,29,0.1206896551724138,0.1528750898722492,0.0,0.5,29,0.15627586206896552,0.22870846954017438,0.0,0.929,29,0.18955172413793103,0.227128438523684,0.0,0.75,29,0.3147241379310345,0.23915967417960454,0.0,0.867,29
31,0.5299375,0.3095914444877313,0.0,0.816,16,0.43525,0.3168742126880423,0.105,1.0,16,0.4794375,0.4015058270643985,0.0,1.0,16,0.253875,0.29782094732685727,0.0,0.975,16,0.129,0.18057353072917415,0.0,0.5,16,0.196125,0.2975658750596244,0.0,1.0,16,0.189875,0.2778354129096337,0.0,1.0,16,0.146375,0.232118899130022,0.0,0.8,16,0.31243750000000003,0.2504984281387809,0.0,0.667,16
32,0.6005454545454546,0.3113923460552911,0.0,0.955,33,0.34884848484848485,0.31634584725543274,0.023,0.978,33,0.3761515151515152,0.38451358243338757,0.0,1.0,33,0.2296969696969697,0.28705405467094575,0.0,1.0,33,0.1777878787878788,0.26595309238376014,0.0,1.0,33,0.18812121212121213,0.2329381298724725,0.0,1.0,33,0.08806060606060606,0.16795813083063652,0.0,0.688,33,0.1539090909090909,0.2665096578499037,0.0,1.0,33,0.3973939393939394,0.2054205958810392,0.0,0.781,33
33,0.8444,0.11801985305144945,0.487,0.933,15,0.1212,0.10824522424305182,0.024,0.462,15,0.15833333333333333,0.19426810144255602,0.0,0.5,15,0.05,0.10815927408885737,0.0,0.333,15,0.08466666666666667,0.1274696976128986,0.0,0.333,15,0.15446666666666667,0.15651374502244964,0.0,0.5,15,0.08833333333333333,0.1874203322811614,0.0,0.571,15,0.19159999999999996,0.32307999893878564,0.0,1.0,15,0.6194666666666666,0.2534033675124833,0.125,1.0,15
34,0.7470689655172413,0.1890785798540012,0.189,0.979,29,0.22158620689655173,0.1877596330496938,0.021,0.811,29,0.14393103448275862,0.202529527130258,0.0,0.667,29,0.2196206896551724,0.3011725198279342,0.0,0.895,29,0.11920689655172413,0.26886725074312695,0.0,1.0,29,0.09772413793103449,0.23274325163636003,0.0,1.0,29,0.26717241379310347,0.35412478318943663,0.0,1.0,29,0.08986206896551724,0.2632039844653261,0.0,1.0,29,0.5711379310344827,0.3016337329726155,0.0,1.0,29
35,0.8686999999999999,0.017204973441162664,0.851,0.907,10,0.0878,0.03300774319930266,0.023,0.122,10,0.02,0.0632455532033676,0.0,0.2,10,0.04,0.0843274042711568,0.0,0.2,10,0.0805,0.13244306953052193,0.0,0.333,10,0.1764,0.2383108147870013,0.0,0.667,10,0.125,0.31732387941099616,0.0,1.0,10,0.0,0.0,0.0,0.0,10,0.465,0.3137635344579665,0.0,1.0,10
36,0.8637,0.11669052137075134,0.553,0.955,10,0.0946,0.12087753214629168,0.0,0.404,10,0.21030000000000001,0.22165541324818178,0.0,0.667,10,0.1633,0.2696776058761852,0.0,0.824,10,0.055600000000000004,0.1758226379053619,0.0,0.556,10,0.2515,0.33524294673167,0.0,1.0,10,0.10729999999999999,0.2192603982077526,0.0,0.545,10,0.0028,0.008854377448471463,0.0,0.028,10,0.4664,0.36140657314319996,0.0,1.0,10
37,0.861764705882353,0.09209406157006318,0.61,0.975,17,0.10658823529411765,0.08919295013027194,0.02,0.366,17,0.18288235294117647,0.2033383517542071,0.0,0.5,17,0.0881764705882353,0.16779646722075145,0.0,0.5,17,0.19958823529411762,0.2826453296145917,0.0,0.795,17,0.18141176470588236,0.29605786149491314,0.0,1.0,17,0.07547058823529411,0.1513605454069268,0.0,0.5,17,0.14447058823529413,0.27791952919124335,0.0,1.0,17,0.5961764705882353,0.25761726341952457,0.0,1.0,17
38,0.8052666666666667,0.1941264192907979,0.14,0.955,15,0.15433333333333332,0.20219215283157418,0.02,0.86,15,0.08099999999999999,0.16708338380239113,0.0,0.571,15,0.20226666666666668,0.3344612868194949,0.0,1.0,15,0.18433333333333335,0.29631370120838074,0.0,1.0,15,0.13726666666666668,0.2728061757435295,0.0,1.0,15,0.3029333333333334,0.410927603402467,0.0,1.0,15,0.08333333333333333,0.2616340592361418,0.0,1.0,15,0.5488,0.3315041908806412,0.0,1.0,15
39,0.7635599999999999,0.20933328290869876,0.061,0.935,25,0.18864,0.21732135958836016,0.022,0.909,25,0.12632,0.17671297820665763,0.0,0.633,25,0.15780000000000002,0.2980912891492582,0.0,0.933,25,0.14624,0.1846337094537903,0.0,0.615,25,0.10148,0.16132811286319565,0.0,0.667,25,0.16,0.31555876367696295,0.0,1.0,25,0.04872,0.0931179896690215,0.0,0.364,25,0.45352000000000003,0.28338697335386936,0.0,1.0,25
40,0.5744545454545454,0.3037780944732819,0.024,0.952,33,0.3876363636363636,0.31312246188410636,0.044,0.971,33,0.39306060606060605,0.3538673779993307,0.0,1.0,33,0.18936363636363637,0.2731494346257441,0.0,0.881,33,0.09057575757575757,0.18501807855974345,0.0,0.733,33,0.1940909090909091,0.24037020453307587,0.0,1.0,33,0.22830303030303029,0.34683159501843297,0.0,1.0,33,0.1423030303030303,0.26372790012251324,0.0,1.0,33,0.532060606060606,0.28646236002679515,0.0,1.0,33
41,0.8171904761904762,0.17317234740212398,0.306,1.0,21,0.158,0.1746848591034724,0.0,0.694,21,0.14685714285714285,0.29078261394283633,0.0,1.0,21,0.14733333333333334,0.30147061769488137,0.0,1.0,21,0.21585714285714283,0.30594955233081905,0.0,1.0,21,0.1569047619047619,0.2286138457665906,0.0,0.714,21,0.12295238095238095,0.2514397494809594,0.0,1.0,21,0.03623809523809524,0.08514746312245877,0.0,0.333,21,0.5729047619047619,0.32500906214472003,0.0,1.0,21
42,0.5971875,0.2903850819744936,0.043,0.932,16,0.3775625,0.30731568324227554,0.047,0.957,16,0.230125,0.29831613544471025,0.0,0.977,16,0.2653125,0.3100085415489924,0.0,1.0,16,0.0424375,0.11254745295503878,0.0,0.429,16,0.0643125,0.10783983107677177,0.0,0.333,16,0.2135625,0.3538694615721076,0.0,0.955,16,0.228375,0.3333490412965565,0.0,1.0,16,0.306,0.2698982524335174,0.0,0.8,16
43,0.8234545454545454,0.10702276733140818,0.617,0.957,11,0.12772727272727272,0.09963642999334221,0.043,0.362,11,0.21472727272727274,0.22084931102862465,0.0,0.5,11,0.11,0.26058357584467984,0.0,0.867,11,0.0,0.0,0.0,0.0,11,0.2457272727272727,0.3174876661884965,0.0,1.0,11,0.09845454545454545,0.13847841971683794,0.0,0.333,11,0.20027272727272727,0.31320667007874875,0.0,1.0,11,0.47918181818181815,0.3923329754639083,0.0,1.0,11
44,0.7372857142857143,0.23642337931286384,0.096,0.921,21,0.22057142857142856,0.24875380829819901,0.026,0.904,21,0.19733333333333333,0.306093340883681,0.0,1.0,21,0.1291904761904762,0.2637626999876251,0.0,0.903,21,0.10995238095238095,0.20029240529547698,0.0,0.75,21,0.0650952380952381,0.14223568636664458,0.0,0.6,21,0.11657142857142858,0.23140172242845802,0.0,0.833,21,0.07447619047619047,0.21865946561894342,0.0,1.0,21,0.5595714285714285,0.2900197530218539,0.0,1.0,21
45,0.8284,0.0286713174521933,0.791,0.878,10,0.13340000000000002,0.042040192408905296,0.07,0.205,10,0.10200000000000001,0.14664166453562158,0.0,0.4,10,0.1177,0.1590576764712865,0.0,0.5,10,0.11879999999999999,0.19525982689739335,0.0,0.444,10,0.10500000000000001,0.17232076034083776,0.0,0.5,10,0.09670000000000001,0.21509173753437288,0.0,0.667,10,0.1689,0.20916577689053778,0.0,0.5,10,0.4929,0.25392800817029487,0.0,1.0,10
46,0.7446153846153846,0.21901884944053657,0.152,0.93,13,0.22253846153846152,0.2268401108654197,0.021,0.848,13,0.2803076923076923,0.3769105518588782,0.0,1.0,13,0.0996153846153846,0.17881300216592122,0.0,0.625,13,0.1366153846153846,0.184120675310849,0.0,0.5,13,0.338,0.41942838085502354,0.0,1.0,13,0.05130769230769231,0.18499251544111392,0.0,0.667,13,0.1220769230769231,0.22510866321936673,0.0,0.667,13,0.4492307692307692,0.3437935799880877,0.0,1.0,13
47,0.8708,0.08514536589464712,0.692,0.955,10,0.0977,0.07762166077985075,0.025,0.282,10,0.1061,0.16741462168984989,0.0,0.5,10,0.0811,0.16212097677694615,0.0,0.5,10,0.1291,0.18877820613384141,0.0,0.5,10,0.22000000000000003,0.3216278042154385,0.0,1.0,10,0.1432,0.31456523789015356,0.0,1.0,10,0.11499999999999999,0.17004901254246277,0.0,0.5,10,0.48440000000000005,0.2866434874349823,0.0,1.0,10
48,0.7805,0.12769542156888466,0.458,0.933,30,0.15296666666666667,0.13079319905690906,0.023,0.542,30,0.07083333333333333,0.20679026244888363,0.0,1.0,30,0.13443333333333332,0.2775334317647631,0.0,1.0,30,0.10206666666666668,0.1724088831484786,0.0,0.667,30,0.1618,0.26442604076467724,0.0,1.0,30,0.11723333333333333,0.22886009629937878,0.0,1.0,30,0.10656666666666667,0.21528916934388875,0.0,1.0,30,0.3895,0.31563212436479665,0.0,1.0,30
49,0.8517600000000001,0.06410686390707318,0.711,0.98,25,0.09852,0.06961628162051364,0.0,0.244,25,0.13140000000000002,0.20794770977339475,0.0,0.8,25,0.11796,0.23605286837203796,0.0,1.0,25,0.0516,0.12255984932540782,0.0,0.5,25,0.20568,0.3387482742883472,0.0,1.0,25,0.09348,0.227091780271032,0.0,1.0,25,0.17668,0.31304908028401335,0.0,1.0,25,0.35316000000000003,0.3382753661343571,0.0,1.0,25
50,0.7782307692307693,0.21194974005101375,0.108,0.953,13,0.1793076923076923,0.21719514444211402,0.023,0.865,13,0.12653846153846154,0.25976290965180004,0.0,0.759,13,0.15507692307692308,0.29882309748368446,0.0,1.0,13,0.191,0.30401973620145123,0.0,1.0,13,0.203,0.3697756076325209,0.0,1.0,13,0.03415384615384615,0.09488839598342726,0.0,0.333,13,0.07507692307692307,0.12351211920189692,0.0,0.333,13,0.536,0.3932494967150838,0.0,1.0,13
51,0.8225882352941176,0.10674857073020314,0.568,0.933,17,0.14688235294117646,0.10142662517365766,0.022,0.378,17,0.13794117647058823,0.2099647204259073,0.0,0.667,17,0.05829411764705883,0.11716268854987621,0.0,0.333,17,0.04829411764705882,0.13905563846257835,0.0,0.488,17,0.17752941176470588,0.32810271212820286,0.0,1.0,17,0.16211764705882353,0.29605106872652504,0.0,1.0,17,0.18129411764705883,0.33496805159333526,0.0,1.0,17,0.5896470588235294,0.28568315954402845,0.0,1.0,17
52,0.8553999999999999,0.07011842199770524,0.683,0.938,30,0.09873333333333333,0.0765497058862042,0.0,0.317,30,0.09756666666666666,0.15258952902416367,0.0,0.5,30,0.13616666666666666,0.24720661236181019,0.0,1.0,30,0.0763,0.13543777041568728,0.0,0.429,30,0.223,0.35056988087870633,0.0,1.0,30,0.07776666666666668,0.22201734684220187,0.0,1.0,30,0.1188,0.23658335266586422,0.0,1.0,30,0.35446666666666665,0.3598592381256424,0.0,1.0,30
53,0.8339428571428571,0.10173550328867297,0.444,0.978,70,0.12361428571428572,0.10007320405469317,0.0,0.533,70,0.15165714285714285,0.238982983186226,0.0,1.0,70,0.0869,0.19102933608840503,0.0,1.0,70,0.12645714285714285,0.24042846329570244,0.0,1.0,70,0.15495714285714285,0.27361378872970343,0.0,1.0,70,0.11952857142857144,0.26933507612231583,0.0,1.0,70,0.15285714285714286,0.27062414631999965,0.0,1.0,70,0.4876571428571429,0.3298211146998678,0.0,1.0,70
