,smooth,smooth,smooth,smooth,smooth,disk,disk,disk,disk,disk,spiral,spiral,spiral,spiral,spiral,bar,bar,bar,bar,bar,merger,merger,merger,merger,merger,disturbed,disturbed,disturbed,disturbed,disturbed,ring,ring,ring,ring,ring,irregular,irregular,irregular,irregular,irregular,bulge,bulge,bulge,bulge,bulge
13,0.7095600000000001,0.22224431858397897,0.031,0.952,50,0.25056,0.22877902715350926,0.0,0.938,50,0.15664,0.2569008194233879,0.0,1.0,50,0.1165,0.22018158090864134,0.0,1.0,50,0.08094000000000001,0.18118886414400834,0.0,1.0,50,0.18236,0.29617884558392854,0.0,1.0,50,0.21366,0.3598785288263306,0.0,1.0,50,0.09898,0.22373695287464845,0.0,1.0,50,0.48818,0.3067936679494503,0.0,1.0,50
14,0.825925925925926,0.12294649428040014,0.377,0.951,27,0.13633333333333333,0.12784064599817527,0.0,0.585,27,0.17688888888888887,0.2820168207385637,0.0,1.0,27,0.09107407407407407,0.15757951007127163,0.0,0.5,27,0.14022222222222222,0.20633697855195204,0.0,0.667,27,0.12255555555555556,0.189388354230002,0.0,0.5,27,0.14122222222222222,0.2768868601673495,0.0,1.0,27,0.12503703703703703,0.22225790311837168,0.0,0.75,27,0.45670370370370367,0.3361278162126854,0.0,1.0,27
15,0.7967615384615384,0.17491210655889608,0.0,1.0,130,0.1594076923076923,0.18234071082479264,0.0,1.0,130,0.15914615384615385,0.23743036879020366,0.0,1.0,130,0.10213076923076923,0.20710587445063414,0.0,1.0,130,0.09003076923076923,0.19293200547301065,0.0,1.0,130,0.2102923076923077,0.3298983739724584,0.0,1.0,130,0.11766153846153846,0.2571066063647033,0.0,1.0,130,0.12258461538461539,0.2454740954651316,0.0,1.0,130,0.5099230769230769,0.3476483703195054,0.0,1.0,130
16,0.853764705882353,0.09813777829873553,0.551,1.0,51,0.10211764705882354,0.09591176091779852,0.0,0.429,51,0.18596078431372548,0.27476797198977276,0.0,1.0,51,0.07117647058823529,0.20824473159072743,0.0,1.0,51,0.09305882352941178,0.16782185933479654,0.0,0.5,51,0.18060784313725492,0.29545321649502293,0.0,1.0,51,0.08952941176470589,0.2179698468083305,0.0,1.0,51,0.2014509803921569,0.34469524590429096,0.0,1.0,51,0.47974509803921567,0.3686035725891573,0.0,1.0,51
17,0.8396315789473685,0.06940220035080903,0.647,0.953,57,0.1152280701754386,0.06684444029233089,0.023,0.353,57,0.09515789473684211,0.2025888508314389,0.0,1.0,57,0.097,0.21829239892532085,0.0,1.0,57,0.062,0.16248274633678142,0.0,1.0,57,0.18445614035087718,0.3080953626821826,0.0,1.0,57,0.11843859649122807,0.23127519303263094,0.0,1.0,57,0.17921052631578946,0.3243227964787389,0.0,1.0,57,0.5079298245614036,0.29307738249535026,0.0,1.0,57
18,0.8386521739130436,0.16179830561413414,0.14,0.957,23,0.12065217391304348,0.16254778561609395,0.022,0.837,23,0.15791304347826088,0.2628528646572033,0.0,1.0,23,0.15017391304347827,0.21450866737604485,0.0,0.667,23,0.05330434782608696,0.11047148327329,0.0,0.35,23,0.17678260869565215,0.34231696589321997,0.0,1.0,23,0.057956521739130434,0.21675635216882017,0.0,1.0,23,0.05404347826086956,0.14511327182611194,0.0,0.5,23,0.6222173913043478,0.31332251123631516,0.0,1.0,23
19,0.2947619047619048,0.22868491527905918,0.0,0.692,21,0.6785714285714286,0.24022418101193965,0.256,1.0,21,0.739904761904762,0.23993142869618075,0.3,1.0,21,0.1978095238095238,0.19801858979591264,0.0,0.667,21,0.04485714285714286,0.0730330649187652,0.0,0.25,21,0.19961904761904764,0.166121785504032,0.0,0.5,21,0.11995238095238096,0.2200735050364937,0.0,0.833,21,0.3614761904761905,0.20569312556515326,0.0,0.692,21,0.17633333333333331,0.10825910277354664,0.0,0.5,21
20,0.37583333333333335,0.23906867006015026,0.021,0.894,78,0.5987179487179487,0.24604903414995807,0.085,0.978,78,0.14475641025641026,0.2969984995325881,0.0,1.0,78,0.17217948717948717,0.3313077881409528,0.0,1.0,78,0.06785897435897437,0.15990668742941516,0.0,1.0,78,0.15197435897435896,0.239151583422481,0.0,1.0,78,0.053974358974358976,0.14447072901384397,0.0,1.0,78,0.09743589743589744,0.19874088003210966,0.0,1.0,78,0.07348717948717949,0.20754637995758887,0.0,1.0,78
21,0.6881951219512196,0.23851543131548064,0.023,0.932,41,0.27190243902439026,0.24450908008477407,0.024,0.932,41,0.4648780487804878,0.3189854381568186,0.0,1.0,41,0.2391707317073171,0.31513869188335353,0.0,1.0,41,0.025634146341463413,0.06354358980163183,0.0,0.308,41,0.23626829268292682,0.22438282291546338,0.0,1.0,41,0.08129268292682927,0.19041523624731807,0.0,1.0,41,0.3994878048780488,0.33045575512852093,0.0,1.0,41,0.10268292682926829,0.14963796961740528,0.0,0.714,41
22,0.8224554455445544,0.0740847521089833,0.5,0.958,101,0.09943564356435644,0.054549320040048935,0.0,0.333,101,0.07074257425742575,0.15008655192690296,0.0,0.75,101,0.04227722772277228,0.1082411307047262,0.0,0.667,101,0.16880198019801979,0.22134687799027028,0.0,1.0,101,0.06106930693069307,0.14080342733227363,0.0,0.692,101,0.04356435643564357,0.13742688353023103,0.0,1.0,101,0.03674257425742574,0.09297834731434483,0.0,0.5,101,0.5401188118811882,0.30488139618968924,0.0,1.0,101
23,0.44849999999999995,0.20449187898649807,0.088,0.769,22,0.3463636363636364,0.27080401373098933,0.044,0.882,22,0.16668181818181818,0.259354030211626,0.0,1.0,22,0.16927272727272727,0.32195728522040545,0.0,1.0,22,0.038318181818181814,0.07299666421839417,0.0,0.25,22,0.09845454545454545,0.1380140528637529,0.0,0.5,22,0.061727272727272735,0.13939774604250815,0.0,0.5,22,0.3098181818181818,0.32285329653304007,0.0,0.867,22,0.27445454545454545,0.3481317111549712,0.0,1.0,22
24,0.5542083333333333,0.2032708578883522,0.175,0.857,24,0.40254166666666663,0.20898158420356538,0.071,0.8,24,0.39025,0.31815818461071,0.0,0.941,24,0.18475,0.22579622402203425,0.0,1.0,24,0.09804166666666665,0.1653987222406527,0.0,0.72,24,0.18037499999999998,0.18209381540485017,0.0,0.75,24,0.03958333333333334,0.09152140004756629,0.0,0.333,24,0.4114583333333333,0.255580835364855,0.0,0.909,24,0.08870833333333333,0.1294689753559135,0.0,0.5,24
25,0.5622499999999999,0.2623645264452535,0.033,0.932,20,0.3883,0.2628864273487898,0.068,0.9,20,0.37829999999999997,0.28038884653844187,0.0,0.933,20,0.18965,0.22488553228604757,0.0,0.63,20,0.10155,0.18071946127689328,0.0,0.692,20,0.14595,0.23006760448089805,0.0,1.0,20,0.05055,0.14181658836977468,0.0,0.6,20,0.4854,0.2793783324303783,0.0,1.0,20,0.05,0.07225612339740524,0.0,0.222,20
26,0.5424444444444445,0.2580841146921102,0.056,0.932,27,0.39611111111111114,0.2615930976114407,0.023,0.917,27,0.35888888888888887,0.2915637327522239,0.0,1.0,27,0.20114814814814816,0.22739980104580018,0.0,0.622,27,0.11748148148148149,0.19230192014129371,0.0,0.805,27,0.11703703703703704,0.09348734240999255,0.0,0.333,27,0.03392592592592593,0.09930989799841625,0.0,0.5,27,0.4971481481481482,0.22648309560007474,0.029,1.0,27,0.10885185185185185,0.1643461880168491,0.0,0.5,27
